Gender,Age,City,Profession,Academic Pressure,Study Satisfaction,Sleep Duration,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
1,25.0,33,12,3.0,5.0,0,0,9,1,12.0,1.0,1,0
1,33.0,4,12,2.0,4.0,1,3,14,0,10.0,4.0,1,0
1,20.0,32,12,1.0,3.0,3,0,0,1,1.0,3.0,1,0
1,20.0,2,12,4.0,2.0,2,3,0,1,12.0,4.0,0,1
1,25.0,20,12,3.0,1.0,1,3,15,0,8.0,5.0,1,1
1,32.0,37,12,3.0,5.0,1,0,17,0,11.0,1.0,1,0
1,33.0,16,12,3.0,4.0,3,3,21,0,10.0,1.0,1,0
1,29.0,42,12,5.0,1.0,2,3,3,1,10.0,1.0,1,1
0,35.0,19,12,5.0,3.0,0,1,20,1,12.0,5.0,1,1
1,25.0,44,12,5.0,2.0,2,3,3,1,10.0,5.0,0,1
0,19.0,4,12,2.0,4.0,3,1,0,0,3.0,3.0,0,0
1,31.0,39,12,1.0,2.0,0,1,17,0,0.0,1.0,1,0
0,34.0,12,12,3.0,4.0,0,0,17,0,1.0,4.0,1,0
1,26.0,14,12,3.0,4.0,2,1,16,1,12.0,2.0,1,1
0,19.0,21,12,2.0,2.0,3,0,0,0,4.0,1.0,1,0
0,20.0,38,12,2.0,4.0,3,1,0,0,8.0,1.0,0,0
0,24.0,2,12,4.0,3.0,3,3,1,1,10.0,3.0,1,1
1,23.0,32,12,1.0,3.0,3,0,5,0,9.0,1.0,0,0
1,20.0,39,12,1.0,3.0,3,0,0,0,8.0,2.0,0,1
1,33.0,0,12,3.0,4.0,1,3,0,1,2.0,1.0,0,0
0,30.0,22,12,2.0,1.0,0,3,24,0,6.0,3.0,0,0
0,25.0,15,12,2.0,1.0,2,1,1,1,12.0,5.0,0,1
1,21.0,7,12,4.0,2.0,3,1,2,1,11.0,2.0,1,1
1,29.0,42,12,3.0,1.0,0,0,3,1,7.0,1.0,1,0
1,25.0,33,12,4.0,3.0,0,0,20,1,7.0,2.0,0,1
0,29.0,19,12,4.0,4.0,0,1,20,1,2.0,5.0,1,1
1,28.0,39,12,3.0,3.0,3,3,8,1,10.0,5.0,1,1
1,21.0,13,12,4.0,2.0,0,0,1,1,11.0,5.0,1,1
1,29.0,25,12,2.0,5.0,3,1,12,1,3.0,1.0,0,0
1,33.0,33,12,3.0,3.0,3,0,15,0,12.0,1.0,0,0
0,22.0,15,12,1.0,5.0,0,1,21,0,8.0,3.0,0,0
1,27.0,0,12,4.0,1.0,2,0,2,1,7.0,1.0,1,1
0,34.0,33,12,4.0,1.0,0,3,14,1,1.0,4.0,0,1
0,19.0,43,12,4.0,2.0,1,0,0,1,10.0,2.0,0,1
0,30.0,0,12,3.0,3.0,3,1,2,1,12.0,1.0,0,0
1,24.0,31,12,5.0,1.0,0,0,3,1,6.0,5.0,0,1
0,34.0,7,12,4.0,2.0,1,1,0,0,7.0,1.0,1,0
1,31.0,16,12,2.0,5.0,1,0,10,1,9.0,1.0,0,0
0,25.0,20,12,5.0,3.0,2,1,15,0,10.0,5.0,0,1
0,20.0,14,12,5.0,4.0,3,0,0,0,8.0,5.0,1,0
1,24.0,26,12,3.0,5.0,2,1,0,0,11.0,5.0,1,1
1,23.0,19,12,1.0,4.0,3,3,10,0,0.0,1.0,0,0
1,21.0,4,12,2.0,5.0,2,3,0,1,10.0,1.0,0,1
0,28.0,39,12,1.0,4.0,0,1,12,1,2.0,4.0,0,0
0,22.0,44,12,5.0,5.0,1,1,19,0,6.0,1.0,0,1
1,27.0,21,12,3.0,3.0,1,1,1,0,9.0,5.0,1,1
0,24.0,39,12,3.0,5.0,1,1,5,1,10.0,3.0,1,1
1,33.0,43,12,3.0,3.0,2,1,21,0,8.0,5.0,1,0
0,24.0,37,12,2.0,4.0,1,3,10,0,8.0,1.0,0,0
0,34.0,7,12,5.0,2.0,1,0,4,1,4.0,2.0,1,0
1,33.0,44,12,3.0,1.0,2,1,17,0,11.0,3.0,0,0
1,27.0,19,12,2.0,2.0,2,0,17,1,12.0,5.0,1,0
1,32.0,32,12,3.0,5.0,1,0,17,0,0.0,1.0,0,0
1,27.0,37,12,5.0,2.0,1,3,16,1,10.0,4.0,1,1
1,18.0,21,12,5.0,2.0,2,0,0,1,11.0,3.0,1,1
0,28.0,42,12,4.0,1.0,0,0,25,0,12.0,5.0,0,1
1,28.0,20,12,3.0,2.0,0,3,2,0,3.0,5.0,1,0
1,20.0,38,12,5.0,3.0,3,3,0,1,8.0,2.0,0,1
0,31.0,13,12,1.0,5.0,2,1,14,0,4.0,4.0,0,0
1,34.0,4,12,3.0,3.0,2,0,3,0,11.0,3.0,1,0
1,21.0,2,12,2.0,3.0,1,1,5,1,8.0,5.0,0,1
1,23.0,4,12,3.0,5.0,2,1,21,0,8.0,3.0,1,1
1,26.0,14,12,5.0,3.0,3,0,4,1,8.0,4.0,1,1
0,25.0,39,12,5.0,2.0,1,0,3,0,7.0,4.0,0,0
1,24.0,20,12,5.0,3.0,1,3,17,1,3.0,5.0,1,1
1,29.0,22,12,2.0,3.0,0,3,10,0,0.0,2.0,0,0
0,25.0,14,12,5.0,2.0,3,1,11,0,7.0,2.0,0,0
1,28.0,33,12,5.0,2.0,3,3,3,0,6.0,3.0,1,1
0,33.0,30,12,1.0,4.0,1,0,0,1,7.0,2.0,1,0
0,30.0,42,12,3.0,5.0,1,0,2,0,2.0,1.0,1,0
1,22.0,26,12,2.0,5.0,3,3,14,1,9.0,4.0,0,1
1,23.0,43,12,5.0,1.0,1,1,11,0,10.0,4.0,1,1
0,25.0,37,12,3.0,4.0,3,3,11,1,11.0,5.0,1,1
0,33.0,37,12,2.0,5.0,3,0,16,0,11.0,5.0,0,0
0,30.0,14,12,3.0,1.0,2,3,25,1,1.0,5.0,0,1
0,34.0,37,12,4.0,2.0,1,3,15,0,9.0,3.0,0,0
1,18.0,1,12,5.0,3.0,3,1,0,1,10.0,5.0,0,1
1,31.0,15,12,2.0,4.0,2,1,15,0,8.0,2.0,0,0
0,21.0,44,12,3.0,1.0,1,0,21,1,11.0,2.0,1,1
0,24.0,32,12,4.0,3.0,0,3,6,1,10.0,4.0,0,1
0,29.0,44,12,5.0,4.0,1,1,15,1,5.0,5.0,0,1
1,20.0,37,12,3.0,5.0,3,3,0,1,6.0,4.0,0,1
1,30.0,20,12,4.0,3.0,3,3,2,1,1.0,2.0,0,0
0,34.0,43,12,2.0,4.0,1,0,17,1,11.0,1.0,1,0
1,20.0,20,12,3.0,2.0,2,3,0,1,3.0,4.0,0,1
1,26.0,14,12,2.0,5.0,1,0,3,0,11.0,1.0,0,0
1,29.0,13,12,3.0,2.0,3,3,17,0,10.0,5.0,1,1
0,33.0,9,12,3.0,3.0,0,0,18,1,0.0,1.0,0,0
0,32.0,31,12,4.0,2.0,2,1,27,1,9.0,3.0,1,1
0,32.0,41,12,4.0,1.0,3,0,0,0,3.0,1.0,1,0
0,32.0,25,12,4.0,2.0,3,3,18,0,10.0,1.0,0,0
1,33.0,12,12,3.0,3.0,0,3,17,1,10.0,5.0,0,1
1,32.0,44,12,2.0,5.0,0,3,9,0,2.0,1.0,1,0
1,27.0,4,12,1.0,1.0,2,0,22,1,10.0,4.0,1,1
1,32.0,21,12,3.0,1.0,3,1,21,1,11.0,5.0,0,1
0,25.0,39,12,3.0,4.0,2,1,3,0,10.0,1.0,1,0
1,24.0,12,12,3.0,1.0,1,1,3,1,6.0,4.0,1,1
0,34.0,13,12,1.0,4.0,2,1,3,0,7.0,4.0,0,0
1,23.0,32,12,5.0,2.0,2,1,4,1,6.0,5.0,1,1
1,31.0,22,12,3.0,5.0,2,3,19,1,9.0,1.0,0,1
1,18.0,43,12,5.0,1.0,2,0,0,0,11.0,3.0,0,1
1,31.0,2,12,2.0,2.0,0,0,5,1,4.0,5.0,1,0
1,28.0,12,12,1.0,5.0,2,0,18,0,11.0,1.0,0,0
1,20.0,19,12,5.0,2.0,3,3,0,0,1.0,3.0,0,0
1,20.0,0,12,1.0,4.0,2,3,0,0,6.0,3.0,0,0
1,33.0,30,12,4.0,3.0,0,0,16,0,12.0,2.0,0,0
1,19.0,15,12,5.0,3.0,3,0,0,1,11.0,3.0,1,1
1,23.0,26,12,1.0,2.0,0,0,5,0,8.0,2.0,0,0
1,28.0,5,12,4.0,1.0,0,0,21,1,10.0,4.0,0,0
0,24.0,0,12,2.0,5.0,0,0,6,0,0.0,2.0,0,0
1,25.0,5,12,3.0,2.0,3,3,18,0,9.0,2.0,0,0
1,20.0,22,12,5.0,2.0,0,3,0,1,11.0,4.0,1,1
0,34.0,16,12,3.0,1.0,1,0,7,0,2.0,1.0,1,0
1,24.0,44,12,5.0,4.0,3,0,24,1,10.0,2.0,1,1
0,20.0,22,12,3.0,2.0,1,1,0,0,6.0,4.0,1,1
1,30.0,31,12,3.0,2.0,0,1,21,0,0.0,1.0,1,0
1,31.0,42,12,5.0,3.0,2,0,12,1,1.0,1.0,1,0
0,31.0,6,12,1.0,2.0,2,3,3,1,0.0,5.0,0,0
1,25.0,25,12,2.0,4.0,0,1,8,1,11.0,5.0,1,1
0,24.0,21,12,4.0,1.0,3,3,7,1,12.0,5.0,0,1
1,24.0,44,12,1.0,4.0,1,3,1,1,3.0,3.0,0,0
1,24.0,37,12,5.0,1.0,1,3,0,1,12.0,4.0,0,1
1,19.0,14,12,2.0,3.0,1,1,0,1,6.0,3.0,0,1
1,21.0,16,12,4.0,1.0,0,3,8,1,7.0,1.0,1,1
1,21.0,21,12,5.0,2.0,0,0,8,1,10.0,4.0,0,1
1,22.0,2,12,5.0,4.0,2,3,3,1,10.0,3.0,1,1
0,33.0,30,12,2.0,4.0,0,3,27,1,7.0,2.0,0,1
1,33.0,20,12,5.0,4.0,3,3,1,1,8.0,4.0,1,1
0,25.0,13,12,2.0,4.0,1,1,9,1,5.0,4.0,1,1
0,33.0,42,12,1.0,3.0,3,3,3,0,8.0,3.0,1,0
1,30.0,20,12,3.0,4.0,1,3,11,0,6.0,1.0,0,0
1,19.0,38,12,3.0,1.0,3,3,0,1,8.0,4.0,1,1
1,21.0,4,12,2.0,3.0,2,3,8,0,4.0,2.0,0,0
1,21.0,1,12,4.0,4.0,2,1,0,1,8.0,5.0,0,1
1,25.0,44,12,3.0,2.0,1,1,3,1,10.0,3.0,0,1
0,25.0,44,12,2.0,2.0,3,3,2,0,9.0,3.0,1,1
1,22.0,20,12,1.0,3.0,3,3,7,1,10.0,2.0,0,0
0,19.0,4,12,4.0,1.0,3,3,0,1,7.0,2.0,0,1
1,33.0,0,12,2.0,3.0,3,3,9,0,4.0,1.0,1,0
1,24.0,15,12,3.0,5.0,3,1,20,1,1.0,1.0,1,0
0,28.0,38,12,2.0,3.0,2,3,7,1,8.0,1.0,0,0
0,20.0,32,12,2.0,2.0,1,1,0,1,2.0,3.0,1,1
0,28.0,20,12,4.0,2.0,3,1,5,1,9.0,3.0,0,1
1,24.0,12,12,5.0,2.0,1,3,2,1,11.0,3.0,0,1
1,24.0,5,12,2.0,4.0,1,3,6,0,6.0,4.0,1,0
1,30.0,22,12,4.0,2.0,2,3,5,0,8.0,3.0,0,0
1,18.0,33,12,5.0,2.0,0,3,0,0,9.0,3.0,1,0
0,29.0,26,12,2.0,1.0,2,3,21,1,10.0,4.0,1,1
1,33.0,21,12,1.0,1.0,3,1,22,0,3.0,2.0,0,0
0,25.0,38,12,2.0,2.0,1,3,16,0,4.0,4.0,0,1
0,25.0,33,12,4.0,1.0,3,1,15,1,11.0,5.0,1,1
1,26.0,1,12,5.0,2.0,2,3,13,1,5.0,2.0,1,1
0,31.0,5,12,5.0,2.0,3,3,11,1,8.0,5.0,0,1
1,21.0,26,12,4.0,2.0,2,1,21,1,7.0,3.0,1,1
0,23.0,0,12,5.0,1.0,1,0,11,1,10.0,4.0,1,1
1,28.0,15,12,4.0,1.0,0,3,1,1,4.0,2.0,1,1
0,20.0,20,12,2.0,5.0,3,0,0,1,5.0,3.0,1,1
0,34.0,44,12,1.0,1.0,1,0,22,1,9.0,2.0,0,0
0,23.0,33,12,5.0,5.0,1,3,17,0,5.0,1.0,0,0
1,24.0,30,12,3.0,5.0,0,1,9,0,11.0,2.0,0,0
0,27.0,25,12,1.0,5.0,2,1,8,1,12.0,1.0,0,0
0,28.0,44,12,2.0,4.0,3,1,25,0,0.0,5.0,1,0
1,21.0,20,12,3.0,4.0,2,3,8,1,12.0,3.0,1,1
1,22.0,20,12,1.0,1.0,2,3,2,1,4.0,5.0,0,1
1,20.0,1,12,3.0,5.0,1,3,0,1,10.0,5.0,0,1
1,33.0,12,12,3.0,3.0,1,0,16,0,1.0,4.0,0,0
1,20.0,19,12,1.0,3.0,0,3,0,0,5.0,1.0,1,0
1,30.0,44,12,3.0,3.0,1,0,10,0,10.0,2.0,0,0
0,25.0,20,12,1.0,4.0,0,0,24,1,10.0,2.0,1,0
1,30.0,14,12,3.0,3.0,1,0,24,0,5.0,4.0,0,0
1,19.0,0,12,5.0,5.0,3,3,0,0,1.0,1.0,1,1
1,33.0,32,12,5.0,2.0,1,1,5,1,10.0,3.0,1,1
1,22.0,13,12,3.0,3.0,0,1,19,1,4.0,3.0,0,0
1,33.0,16,12,3.0,3.0,1,1,2,1,12.0,1.0,0,0
0,24.0,15,12,3.0,2.0,1,3,1,0,8.0,3.0,0,1
0,24.0,25,12,3.0,1.0,2,0,4,1,4.0,3.0,1,1
0,24.0,31,12,4.0,1.0,0,1,25,1,11.0,5.0,1,1
1,32.0,12,12,3.0,1.0,2,1,3,1,6.0,1.0,1,1
1,31.0,31,12,2.0,3.0,2,3,0,1,9.0,2.0,1,0
1,25.0,15,12,3.0,4.0,1,1,1,0,6.0,2.0,0,0
1,29.0,33,12,4.0,4.0,3,3,8,1,1.0,2.0,0,0
0,31.0,20,12,4.0,2.0,2,3,19,0,10.0,5.0,1,1
1,24.0,41,12,4.0,4.0,1,1,1,1,8.0,1.0,0,0
0,30.0,12,12,4.0,1.0,3,0,3,1,9.0,3.0,1,1
1,29.0,39,12,3.0,3.0,3,3,9,0,12.0,3.0,0,0
0,28.0,43,12,4.0,2.0,1,3,22,1,8.0,3.0,1,1
0,33.0,44,12,1.0,1.0,0,1,20,1,2.0,4.0,0,0
1,18.0,13,12,4.0,4.0,1,3,0,1,7.0,1.0,1,1
1,28.0,12,12,3.0,4.0,2,3,2,0,10.0,5.0,0,1
0,27.0,31,12,5.0,1.0,1,1,5,0,1.0,3.0,1,0
1,23.0,22,12,4.0,2.0,1,0,2,1,9.0,3.0,0,1
0,23.0,0,12,1.0,4.0,1,1,6,0,7.0,2.0,0,0
1,29.0,6,12,5.0,4.0,3,1,10,0,12.0,2.0,1,0
0,23.0,19,12,5.0,2.0,1,3,5,0,6.0,2.0,0,1
0,33.0,32,12,2.0,3.0,0,3,5,0,10.0,1.0,0,0
0,28.0,42,12,5.0,2.0,1,3,2,1,8.0,4.0,1,1
1,29.0,25,12,2.0,5.0,3,1,15,0,2.0,1.0,1,0
1,18.0,42,12,4.0,2.0,1,3,0,1,10.0,3.0,0,1
0,34.0,22,12,2.0,2.0,2,1,2,1,0.0,2.0,0,0
0,32.0,43,12,1.0,5.0,3,1,15,1,2.0,4.0,1,0
1,25.0,21,12,2.0,4.0,3,3,13,1,9.0,5.0,0,1
0,20.0,9,12,2.0,4.0,2,1,0,0,12.0,1.0,1,0
1,20.0,1,12,3.0,3.0,0,1,0,1,12.0,5.0,0,1
1,27.0,15,12,1.0,3.0,3,1,5,1,12.0,1.0,1,1
1,27.0,32,12,4.0,3.0,0,1,11,1,7.0,5.0,0,1
1,32.0,38,12,4.0,2.0,0,3,1,1,9.0,2.0,0,1
1,27.0,9,12,1.0,1.0,1,1,17,1,12.0,4.0,1,0
1,18.0,2,12,3.0,2.0,2,0,0,0,5.0,1.0,0,0
1,29.0,22,12,5.0,3.0,1,3,3,1,12.0,5.0,0,1
0,21.0,15,12,1.0,1.0,3,1,1,0,1.0,2.0,0,0
1,18.0,15,12,3.0,3.0,2,3,0,1,10.0,5.0,1,1
1,32.0,2,12,5.0,4.0,0,0,8,0,8.0,5.0,0,1
1,26.0,0,12,3.0,2.0,2,1,4,1,12.0,5.0,0,1
0,30.0,37,12,2.0,4.0,0,1,12,0,7.0,2.0,0,0
0,27.0,19,12,1.0,1.0,3,1,1,1,8.0,4.0,1,1
1,22.0,37,12,3.0,4.0,0,1,11,0,2.0,2.0,0,0
1,29.0,22,12,2.0,5.0,3,1,4,0,0.0,5.0,1,0
0,31.0,31,12,2.0,2.0,3,3,14,1,8.0,2.0,1,1
1,35.0,39,12,1.0,3.0,2,0,22,0,3.0,2.0,0,0
0,33.0,20,12,5.0,2.0,3,0,12,1,12.0,5.0,0,1
1,24.0,7,12,2.0,5.0,2,3,0,1,5.0,5.0,0,1
0,34.0,16,12,3.0,4.0,2,1,14,0,0.0,2.0,0,0
0,24.0,43,12,5.0,1.0,1,3,10,1,12.0,5.0,0,1
1,34.0,43,12,3.0,5.0,2,0,0,0,5.0,1.0,0,0
1,29.0,38,12,2.0,3.0,3,3,15,1,8.0,4.0,1,1
0,29.0,19,12,1.0,3.0,0,3,20,0,5.0,1.0,0,0
0,33.0,19,12,3.0,5.0,0,0,16,0,4.0,4.0,1,0
1,27.0,39,12,3.0,4.0,2,0,10,0,9.0,1.0,0,0
0,34.0,9,12,4.0,5.0,2,3,11,1,11.0,3.0,1,1
0,28.0,33,12,2.0,3.0,0,0,7,0,8.0,2.0,1,0
1,21.0,1,12,3.0,1.0,1,0,1,1,10.0,1.0,1,1
0,23.0,44,12,1.0,2.0,0,3,5,1,7.0,5.0,0,1
0,22.0,32,12,2.0,4.0,3,0,8,0,10.0,3.0,1,0
1,32.0,42,12,4.0,4.0,1,1,25,1,7.0,5.0,1,1
0,23.0,9,12,5.0,5.0,3,3,17,1,7.0,2.0,1,1
1,25.0,2,12,4.0,4.0,3,3,5,0,2.0,1.0,1,0
0,31.0,32,12,1.0,1.0,3,1,25,1,12.0,4.0,1,1
0,27.0,15,12,4.0,3.0,1,3,22,1,7.0,4.0,1,1
0,18.0,13,12,4.0,4.0,0,3,0,0,10.0,1.0,0,0
0,19.0,6,12,5.0,1.0,3,0,0,1,12.0,4.0,1,1
0,34.0,5,12,1.0,2.0,0,0,1,0,3.0,2.0,0,0
1,27.0,33,12,3.0,4.0,1,3,11,1,11.0,3.0,1,1
0,24.0,37,12,3.0,2.0,1,3,9,1,8.0,5.0,1,1
1,33.0,4,12,5.0,3.0,1,3,20,1,1.0,3.0,1,1
0,19.0,1,12,5.0,2.0,2,3,0,1,9.0,4.0,1,1
0,28.0,15,12,1.0,5.0,1,0,16,1,5.0,5.0,0,0
1,21.0,20,12,4.0,1.0,3,3,25,0,10.0,2.0,1,1
0,18.0,4,12,3.0,4.0,2,1,0,1,8.0,5.0,1,1
1,34.0,43,12,2.0,4.0,2,0,14,0,0.0,1.0,1,0
0,26.0,31,12,4.0,3.0,3,1,8,1,12.0,4.0,1,1
1,29.0,31,12,5.0,3.0,0,1,4,1,6.0,3.0,0,1
1,19.0,16,12,3.0,1.0,3,0,0,1,12.0,3.0,0,1
0,22.0,22,12,4.0,4.0,3,0,25,1,11.0,4.0,1,1
1,24.0,31,12,4.0,5.0,0,3,20,0,11.0,5.0,1,1
1,18.0,41,12,3.0,4.0,2,3,0,0,11.0,5.0,0,1
1,33.0,26,12,1.0,1.0,2,0,10,0,11.0,4.0,1,0
0,19.0,13,12,2.0,5.0,0,0,0,1,8.0,5.0,1,0
1,31.0,42,12,4.0,4.0,2,1,14,1,2.0,2.0,1,0
1,18.0,43,12,5.0,5.0,1,0,0,1,7.0,2.0,1,1
0,24.0,15,12,4.0,4.0,0,0,11,1,10.0,4.0,1,1
0,19.0,1,12,4.0,1.0,3,3,16,1,3.0,3.0,1,1
0,19.0,19,12,1.0,1.0,2,0,0,1,6.0,4.0,1,0
1,25.0,44,12,4.0,1.0,3,1,9,1,12.0,5.0,1,1
0,20.0,6,12,5.0,2.0,2,1,0,1,3.0,5.0,1,1
1,24.0,42,12,2.0,2.0,3,1,1,0,3.0,4.0,0,0
0,25.0,37,12,3.0,3.0,1,1,5,0,4.0,1.0,0,0
1,28.0,42,12,5.0,2.0,1,1,3,0,3.0,4.0,0,0
1,25.0,20,12,3.0,2.0,2,3,3,1,4.0,1.0,0,0
0,18.0,38,12,5.0,4.0,3,0,0,1,8.0,4.0,1,1
1,23.0,33,12,4.0,4.0,1,1,5,0,8.0,1.0,0,0
1,31.0,9,12,1.0,5.0,0,0,17,0,12.0,1.0,0,0
1,34.0,4,12,1.0,4.0,0,0,12,0,9.0,5.0,0,0
1,32.0,12,12,3.0,4.0,3,1,20,1,10.0,2.0,1,1
1,32.0,26,12,3.0,3.0,3,3,10,1,7.0,3.0,1,1
0,28.0,16,12,3.0,4.0,2,3,8,1,12.0,2.0,0,1
0,26.0,21,12,5.0,1.0,2,1,4,0,4.0,3.0,1,1
0,34.0,20,12,1.0,4.0,3,0,5,0,2.0,1.0,0,0
1,29.0,31,12,5.0,1.0,0,3,12,1,9.0,5.0,1,1
1,24.0,13,12,1.0,4.0,3,1,10,0,12.0,2.0,0,0
0,31.0,15,12,2.0,4.0,1,0,1,1,10.0,4.0,1,1
1,33.0,13,12,3.0,1.0,1,3,4,0,6.0,3.0,0,0
1,20.0,9,12,5.0,3.0,0,3,0,0,8.0,3.0,0,1
0,22.0,0,12,5.0,2.0,3,3,6,1,7.0,3.0,1,1
1,28.0,2,12,3.0,5.0,1,3,0,1,12.0,2.0,0,1
0,33.0,16,12,5.0,4.0,2,3,5,1,12.0,5.0,0,1
1,30.0,19,12,1.0,3.0,2,1,5,0,1.0,4.0,0,0
1,20.0,13,12,3.0,3.0,0,0,0,0,10.0,4.0,1,1
0,29.0,38,12,2.0,5.0,1,3,21,0,2.0,4.0,1,0
1,30.0,33,12,4.0,2.0,2,1,8,0,8.0,3.0,0,1
0,24.0,37,12,1.0,4.0,0,0,1,0,0.0,2.0,0,0
1,24.0,20,12,5.0,1.0,3,1,1,1,4.0,4.0,1,1
0,25.0,15,12,3.0,5.0,3,3,3,1,10.0,2.0,1,1
0,25.0,2,12,5.0,2.0,0,3,12,1,7.0,5.0,1,1
1,20.0,39,12,3.0,1.0,2,1,0,1,4.0,4.0,1,1
0,22.0,21,12,5.0,1.0,1,3,8,1,10.0,4.0,1,1
0,23.0,26,12,1.0,5.0,2,0,10,0,5.0,2.0,1,0
1,25.0,22,12,4.0,2.0,1,0,27,1,4.0,1.0,1,0
0,23.0,43,12,3.0,3.0,3,0,7,0,10.0,5.0,0,0
0,28.0,19,12,1.0,3.0,0,0,11,0,6.0,1.0,1,0
1,21.0,42,12,4.0,2.0,1,1,21,1,10.0,4.0,0,1
1,18.0,30,12,2.0,5.0,0,3,0,0,4.0,3.0,0,0
0,28.0,19,12,3.0,4.0,2,3,4,1,11.0,5.0,0,1
0,33.0,0,12,3.0,2.0,2,1,3,0,0.0,5.0,1,1
0,23.0,37,12,3.0,3.0,3,3,25,1,7.0,5.0,0,1
1,22.0,20,12,5.0,1.0,1,3,7,1,6.0,3.0,1,1
0,31.0,19,12,5.0,4.0,1,3,3,1,10.0,4.0,0,1
1,30.0,39,12,2.0,4.0,1,0,12,0,5.0,3.0,0,1
1,28.0,0,12,5.0,5.0,3,3,15,1,10.0,5.0,0,1
0,25.0,39,12,3.0,2.0,1,3,24,1,11.0,3.0,0,1
1,21.0,33,12,4.0,1.0,2,0,14,0,7.0,5.0,0,0
1,28.0,44,12,1.0,4.0,0,1,12,1,2.0,3.0,1,0
0,32.0,20,12,5.0,1.0,1,3,20,1,11.0,4.0,0,1
1,26.0,19,12,2.0,4.0,0,1,5,1,0.0,3.0,0,0
1,23.0,44,12,4.0,2.0,0,1,3,1,10.0,2.0,0,1
0,22.0,19,12,3.0,1.0,3,3,2,1,12.0,5.0,0,1
1,24.0,16,12,3.0,1.0,0,3,1,1,0.0,4.0,0,1
0,21.0,39,12,4.0,5.0,3,0,14,1,10.0,5.0,1,1
1,28.0,43,12,3.0,3.0,3,0,21,0,10.0,5.0,0,0
0,24.0,14,12,5.0,3.0,1,0,1,1,10.0,5.0,1,1
0,24.0,6,12,2.0,4.0,2,1,0,0,9.0,3.0,1,0
0,29.0,41,12,2.0,5.0,3,3,13,1,12.0,4.0,0,1
0,23.0,31,12,5.0,4.0,2,3,20,1,7.0,4.0,0,1
0,24.0,12,12,4.0,5.0,3,0,7,0,5.0,2.0,1,0
0,20.0,1,12,5.0,4.0,2,1,0,1,6.0,1.0,0,1
1,20.0,13,12,3.0,2.0,1,1,0,1,6.0,2.0,0,1
0,32.0,44,12,5.0,5.0,0,1,12,1,10.0,5.0,1,1
0,35.0,44,12,1.0,1.0,1,1,27,0,11.0,1.0,0,0
1,31.0,16,12,2.0,2.0,2,1,0,0,5.0,4.0,0,0
1,31.0,14,12,3.0,4.0,3,0,12,1,8.0,4.0,0,0
0,22.0,37,12,3.0,1.0,3,3,21,1,2.0,4.0,0,1
0,20.0,15,12,5.0,3.0,2,1,0,0,12.0,2.0,0,1
1,27.0,9,12,1.0,1.0,3,0,5,1,7.0,2.0,0,0
0,29.0,42,12,4.0,3.0,1,3,12,1,12.0,5.0,1,1
1,22.0,15,12,4.0,2.0,2,3,2,1,10.0,2.0,1,1
0,20.0,37,12,4.0,2.0,2,1,0,1,12.0,5.0,1,1
0,20.0,5,12,3.0,3.0,3,0,0,0,7.0,2.0,1,0
0,24.0,33,12,3.0,1.0,2,1,1,0,4.0,2.0,1,0
1,22.0,39,12,3.0,3.0,2,1,25,0,10.0,5.0,0,1
1,28.0,14,12,1.0,4.0,0,0,27,0,3.0,3.0,0,0
0,24.0,21,12,3.0,3.0,1,1,4,1,5.0,3.0,0,0
0,32.0,32,12,2.0,3.0,3,3,21,0,2.0,2.0,1,0
0,20.0,1,12,3.0,2.0,0,1,0,1,11.0,5.0,0,1
0,27.0,14,12,3.0,1.0,2,3,27,0,3.0,5.0,1,1
1,21.0,33,12,3.0,4.0,3,1,2,1,7.0,5.0,0,1
1,24.0,31,12,5.0,2.0,1,0,1,0,11.0,5.0,0,1
0,26.0,2,12,5.0,1.0,0,3,3,1,0.0,5.0,1,1
1,20.0,20,12,5.0,2.0,2,0,0,0,6.0,2.0,1,0
0,22.0,1,12,5.0,2.0,2,1,2,1,2.0,1.0,0,1
1,18.0,9,12,4.0,4.0,2,3,0,1,4.0,4.0,1,1
0,30.0,20,12,3.0,1.0,0,0,5,1,6.0,4.0,0,1
1,25.0,2,12,4.0,1.0,3,3,24,1,12.0,2.0,0,1
0,19.0,0,12,3.0,4.0,2,3,0,1,10.0,4.0,1,1
0,21.0,43,12,1.0,4.0,0,3,2,0,3.0,5.0,1,0
1,33.0,31,12,4.0,4.0,0,1,4,1,12.0,3.0,1,0
1,25.0,13,12,5.0,1.0,0,3,16,1,10.0,4.0,0,1
1,20.0,20,12,5.0,4.0,2,0,0,1,3.0,5.0,0,1
0,28.0,41,12,4.0,3.0,2,0,25,1,5.0,5.0,1,1
1,33.0,0,12,2.0,5.0,3,3,0,1,8.0,3.0,0,0
0,29.0,0,6,2.0,3.0,1,1,10,1,12.0,4.0,1,1
0,34.0,42,12,1.0,4.0,2,1,17,0,9.0,1.0,0,0
1,19.0,5,12,4.0,3.0,3,3,0,1,11.0,3.0,0,1
1,30.0,44,12,3.0,4.0,2,1,3,0,2.0,1.0,0,0
1,18.0,44,12,2.0,4.0,3,3,0,1,9.0,5.0,0,1
0,19.0,33,12,5.0,1.0,3,1,0,1,6.0,4.0,1,1
0,19.0,37,12,4.0,5.0,2,3,0,0,6.0,3.0,1,1
